chunk_id,source,page,character_length,content
590,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,49,771,"39Himpunan Peraturan Perundang-undangan Tentang Wakaf
PRESIDEN 
REPUBLIK INDONESIA 
PERATURAN PEMERINTAH REPUBLIK INDONESIA
NOMOR 42 TAHUN 2006
TENTANG
PELAKSANAAN UNDANG-UNDANG 
NOMOR 41 TAHUN 2004 
TENTANG WAKAF
DENGAN RAHMAT TUHAN YANG MAHA ESA
PRESIDEN REPUBLIK INDONESIA,
Menimbang : bahwa untuk melaksanakan ketentuan Pasal 
14, Pasal 21, Pasal 31, Pasal 39, Pasal 41, 
Pasal 46, Pasal 66, dan Pasal 68 Undang-
Undang Nomor 41 Tahun 2004 Tentang Wakaf, 
perlu menetapkan Peraturan Pemerintah 
tentang Pelaksanaan Undang-Undang Nomor 
41 Tahun 2004 Tentang Wakaf.
Mengingat : 1. Pasal 5 ayat (1) Undang-Undang Dasar 
Negara Republik Indonesia Tahun 1945;
 2. Undang-Undang Nomor 41 Tahun 2004 
tentang Wakaf (Lembaran Negara Republik 
Indonesia Tahun 2004 Nomor 159;"
591,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,49,131,"tentang Wakaf (Lembaran Negara Republik 
Indonesia Tahun 2004 Nomor 159; 
Tambahan Lembaran Negara Republik 
Indonesia Nomor 4459)."
592,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,50,788,"40 Himpunan Peraturan Perundang-undangan Tentang Wakaf
MEMUTUSKAN: 
Menetapkan : PERATURAN PEMERINTAH TENTANG 
PELAKSANAAN UNDANG-UNDANG NOMOR 
41 TAHUN 2004 TENTANG WAKAF. 
BAB 1
KETENTUAN UMUM
Pasal 1
Dalam Peraturan Pemerintah ini yang dimaksud dengan:
1. Wakaf adalah perbuatan hukum Wakif untuk memisahkan 
dan/atau menyerahkan sebagian harta benda miliknya untuk 
dimanfaatkan selamanya atau untuk jangka waktu tertentu 
sesuai dengan kepentingannya guna keperluan ibadah dan/
atau kesejahteraan umum menurut syariah.
2. Wakif adalah pihak yang mewakafkan harta benda miliknya. 
3. Ikrar Wakaf adalah pernyataan kehendak Wakif yang 
diucapkan secara lisan dan/atau tulisan kepada Nazhir untuk 
mewakafkan harta benda miliknya. 
4. Nazhir adalah pihak yang menerima harta benda wakaf"
593,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,50,624,"4. Nazhir adalah pihak yang menerima harta benda wakaf 
dari Wakif untuk dikelola dan dikembangkan sesuai dengan 
peruntukannya.
5. Mauquf alaih adalah pihak yang ditunjuk untuk memperoleh 
manfaat dari peruntukan harta benda wakaf sesuai pernyataan 
kehendak Wakif yang dituangkan dalam Akta Ikrar Wakaf. 
6. Akta Ikrar Wakaf, yang selanjutnya disingkat AIW adalah 
bukti pernyataan kehendak Wakif untuk mewakafkan 
harta benda miliknya guna dikelola Nazhir sesuai dengan 
peruntukan harta benda wakaf yang dituangkan dalam 
bentuk akta.
oleh Lembaga Keuangan Syariah kepada Wakif dan Nazhir 
tentang penyerahan wakaf uang."
594,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,51,743,"41Himpunan Peraturan Perundang-undangan Tentang Wakaf
8. Pejabat Pembuat Akta Ikrar Wakaf, yang selanjutnya di-
singkat PPAIW, adalah pejabat berwenang yang ditetapkan 
oleh Menteri untuk membuat Akta Ikrar Wakaf.
9. Lembaga Keuangan Syariah, yang selanjutnya disingkat 
LKS adalah badan hukum Indonesia yang bergerak di bidang 
keuangan syariah. 
10. Bank Syariah adalah Bank Umum Syariah, Unit Usaha 
Syariah dari Bank Umum konvensional serta Bank Per-
kreditan Rakyat Syariah. 
11. Badan Wakaf Indonesia, yang selanjutnya disingkat BWI, 
adalah lembaga independen dalam pelaksanaan tugasnya 
untuk mengembangkan perwakafan di Indonesia. 
12. Kepala Kantor Urusan Agama yang selanjutnya disingkat 
dengan Kepala KUA adalah pejabat Departemen"
595,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,51,308,"dengan Kepala KUA adalah pejabat Departemen 
Agama yang membidangi urusan agama Islam di tingkat 
 kecamatan. 
13. Menteri adalah menteri yang menyelenggarakan urusan 
pemerintahan di bidang agama.
BAB II
NAZHIR
Bagian Kesatu
Umum
Pasal 2
Nazhir meliputi:
a. perseorangan;
b. organisasi; atau
c. badan hukum."
596,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,52,781,"42 Himpunan Peraturan Perundang-undangan Tentang Wakaf
Pasal 3
(1) Harta benda wakaf harus didaftarkan atas nama Nazhir untuk 
kepentingan pihak yang dimaksud dalam AIW sesuai dengan 
peruntukannya.
(2) Terdaftarnya harta benda wakaf atas nama Nazhir tidak 
membuktikan kepemilikan Nazhir atas harta benda wakaf.
(3) Penggantian Nazhir tidak mengakibatkan peralihan harta 
benda wakaf yang bersangkutan. 
Bagian Kedua
Nazhir Perseorangan
Pasal 4
(1) Nazhir perseorangan ditunjuk oleh Wakif dengan memenuhi 
persyaratan menurut Undang-undang.
(2) Nazhir sebagaimana dimaksud pada ayat (1) wajib di-
daftarkan pada Menteri dan BWI melalui Kantor Urusan 
Agama setempat.
(3) Dalam hal tidak terdapat Kantor Urusan Agama setempat 
sebagaimana dimaksud pada ayat (2), pendaftaran Nazhir"
597,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,52,538,"sebagaimana dimaksud pada ayat (2), pendaftaran Nazhir 
dilakukan melalui Kantor Urusan Agama terdekat, Kantor 
Departemen Agama, atau perwakilan Badan Wakaf Indonesia 
di provinsi/ kabupaten/ kota.
(4) BWI menerbitkan tanda bukti pendaftaran Nazhir. 
(5) Nazhir perseorangan harus merupakan suatu kelompok yang 
terdiri dari paling sedikit 3 (tiga) orang, dan salah seorang 
diangkat menjadi ketua.
(6) Salah seorang Nazhir perseorangan sebagaimana dimaksud 
pada ayat (5) harus bertempat tinggal di kecamatan tempat 
benda wakaf berada."
598,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,53,765,"43Himpunan Peraturan Perundang-undangan Tentang Wakaf
Pasal 5
(1) Nazhir sebagaimana dimaksud dalam Pasal 4 ayat (1) 
berhenti dari kedudukannya apabila:
a. meninggal dunia;
b. berhalangan tetap;
c. mengundurkan diri; atau
d. diberhentikan oleh BWI.
(2) Berhentinya salah seorang Nazhir perseorangan sebagai-
mana dimaksud pada ayat (1) tidak mengakibatkan 
berhentinya Nazhir perseorangan lainnya.
Pasal 6
(1) Apabila diantara Nazhir perseorangan berhenti dari 
kedudukannya sebagaimana dimaksud dalam Pasal 5, 
maka Nazhir yang ada harus melaporkan ke Kantor Urusan 
Agama untuk selanjutnya diteruskan kepada BWI paling 
lambat 30 (tiga puluh) hari sejak tanggal berhentinya Nazhir 
perseorangan, yang kemudian pengganti Nazhir tersebut 
akan ditetapkan oleh BWI."
599,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,53,685,"akan ditetapkan oleh BWI. 
(2) Dalam hal diantara Nazhir perseorangan berhenti dari 
kedudukannya sebagaimana dimaksud dalam Pasal 5 untuk 
wakaf dalam jangka waktu terbatas dan wakaf dalam jangka 
waktu tidak terbatas, maka Nazhir yang ada memberitahukan 
kepada Wakif atau ahli waris Wakif apabila Wakif sudah 
meninggal dunia.
(3) Dalam hal tidak terdapat Kantor Urusan Agama setempat, 
laporan sebagaimana dimaksud pada ayat (1) dilakukan 
Nazhir melalui Kantor Urusan Agama terdekat, Kantor 
Departemen Agama, atau perwakilan BWI di provinsi/
kabupaten/ kota.
(4) Apabila Nazhir dalam jangka waktu 1 (satu) tahun sejak AIW 
dibuat tidak melaksanakan tugasnya, maka Kepala KUA baik"
600,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,54,748,"44 Himpunan Peraturan Perundang-undangan Tentang Wakaf
atas inisiatif sendiri maupun atas usul Wakif atau ahli warisnya 
berhak mengusulkan kepada BWI untuk pemberhentian dan 
penggantian Nazhir.
Bagian Ketiga
Nazhir Organisasi
Pasal 7
(1) Nazhir organisasi wajib didaftarkan pada Menteri dan BWI 
melalui Kantor Urusan Agama setempat. 
(2) Dalam hal tidak terdapat Kantor Urusan Agama setempat 
sebagaimana dimaksud pada ayat (1), pendaftaran Nazhir 
dilakukan melalui Kantor Urusan Agama terdekat, Kantor 
Departemen Agama, atau perwakilan BWI di provinsi/
kabupaten/ kota.
(3) Nazhir organisasi merupakan organisasi yang bergerak 
di bidang sosial, pendidikan, kemasyarakatan dan/atau 
keagamaan Islam yang memenuhi persyaratan sebagai 
berikut:"
601,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,54,579,"keagamaan Islam yang memenuhi persyaratan sebagai 
berikut:
a. pengurus organisasi harus memenuhi persyaratan Nazhir 
perseorangan;
b. salah seorang pengurus organisasi harus berdomisili di 
kabupaten/kota letak benda wakaf berada;
c. memiliki: 
1. salinan akta notaris tentang pendirian dan anggaran 
dasar;
2. daftar susunan pengurus;
3. anggaran rumah tangga;
4. program kerja dalam pengembangan wakaf; 
5. daftar kekayaan yang berasal dari harta wakaf yang 
terpisah dari kekayaan lain atau yang merupakan 
kekayaan organisasi; dan
6. surat pernyataan bersedia untuk diaudit."
602,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,55,789,"45Himpunan Peraturan Perundang-undangan Tentang Wakaf
(4) Persyaratan sebagaimana dimaksud pada ayat (3) huruf c 
dilampirkan pada permohonan pendaftaran sebagaimana 
dimaksud pada ayat (1).
(5) Pendaftaran sebagaimana dimaksud pada ayat (1) dilakukan 
sebelum penandatanganan AIW.
Pasal 8
(1) Nazhir organisasi bubar atau dibubarkan sesuai dengan 
ketentuan Anggaran Dasar organisasi yang bersangkutan. 
(2) Apabila salah seorang Nazhir yang diangkat oleh Nazhir 
organisasi meninggal, mengundurkan diri, berhalangan tetap 
dan/atau dibatalkan kedudukannya sebagai Nazhir, maka 
Nazhir yang bersangkutan harus diganti.
Pasal 9
(1) Nazhir perwakilan daerah dari suatu organisasi yang 
tidak melaksanakan tugas dan/atau melanggar ketentuan 
larangan dalam pengelolaan dan pengembangan harta"
603,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,55,744,"larangan dalam pengelolaan dan pengembangan harta 
benda wakaf sesuai dengan peruntukan yang tercantum 
dalam AIW, maka pengurus pusat organisasi bersangkutan 
wajib menyelesaikannya baik diminta atau tidak oleh BWI.
(2) Dalam hal pengurus pusat organisasi tidak dapat 
menjalankan kewajiban sebagaimana dimaksud pada ayat 
(1), maka Nazhir organisasi dapat diberhentikan dan diganti 
hak kenazhirannya oleh BWI dengan memperhatikan saran 
dan pertimbangan MUI setempat.
(3) Apabila Nazhir organisasi dalam jangka waktu 1 (satu) 
tahun sejak AIW dibuat tidak melaksanakan tugasnya, maka 
Kepala KUA baik atas inisiatif sendiri maupun atas usul Wakif 
atau ahli warisnya berhak mengusulkan kepada BWI untuk 
pemberhentian dan penggantian Nazhir."
604,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,56,789,"46 Himpunan Peraturan Perundang-undangan Tentang Wakaf
Pasal 10
Apabila salah seorang Nazhir yang diangkat oleh Nazhir 
organisasi meninggal, mengundurkan diri, berhalangan tetap 
dan/atau dibatalkan kedudukannya sebagai Nazhir yang diangkat 
oleh Nazhir organisasi sebagaimana dimaksud dalam Pasal 8 
ayat (2), maka organisasi yang bersangkutan harus melaporkan 
kepada KUA untuk selanjutnya diteruskan kepada BWI paling 
lambat 30 (tiga puluh) hari sejak kejadian tersebut.
Bagian Keempat
Nazhir Badan Hukum
Pasal 11
(1) Nazhir badan hukum wajib didaftarkan pada Menteri dan BWI 
melalui Kantor Urusan Agama setempat.
(2) Dalam hal tidak terdapat Kantor Urusan Agama setempat 
sebagaimana dimaksud pada ayat (1), pendaftaran Nazhir 
dilakukan melalui Kantor Urusan Agama terdekat, Kantor"
605,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,56,535,"dilakukan melalui Kantor Urusan Agama terdekat, Kantor 
Departemen Agama, atau perwakilan BWI di provinsi/
kabupaten/kota.
(3) Nazhir badan hukum yang melaksanakan pendaftaran 
sebagaimana dimaksud pada ayat (1) harus memenuhi 
persyaratan:
a. badan hukum Indonesia yang bergerak di bidang sosial, 
pendidikan, kemasyarakatan, dan/atau keagamaan 
Islam; 
b. pengurus badan hukum harus memenuhi persyaratan 
Nazhir perseorangan;
c. salah seorang pengurus badan hukum harus berdomisili 
di kabupaten/kota benda wakaf berada;
d. memiliki:"
606,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,57,748,"47Himpunan Peraturan Perundang-undangan Tentang Wakaf
1. salinan akta notaris tentang pendirian dan anggaran 
dasar badan hukum yang telah disahkan oleh instansi 
berwenang;
2. daftar susunan pengurus;
3. anggaran rumah tangga;
4. program kerja dalam pengembangan wakaf;
5. daftar terpisah kekayaan yang berasal dari harta 
benda wakaf atau yang merupakan kekayaan badan 
hukum; dan
6. surat pernyataan bersedia untuk diaudit.
(4) Persyaratan sebagaimana dimaksud pada ayat (3) huruf d 
dilampirkan pada permohonan pendaftaran sebagaimana 
dimaksud pada ayat (1). 
Pasal 12
(1) Nazhir perwakilan daerah dari suatu badan hukum yang tidak 
melaksanakan tugas dan/atau melanggar ketentuan larangan 
dalam pengelolaan dan pengembangan harta benda wakaf"
607,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,57,740,"dalam pengelolaan dan pengembangan harta benda wakaf 
sesuai dengan peruntukan yang tercantum dalam AIW, 
maka pengurus pusat badan hukum bersangkutan wajib 
menyelesaikannya, baik diminta atau tidak oleh BWI.
(2) Dalam hal pengurus pusat badan hukum tidak dapat 
menjalankan kewajiban sebagaimana dimaksud pada ayat 
(1), maka Nazhir badan hukum dapat diberhentikan dan 
diganti hak kenazhirannya oleh BWI dengan memperhatikan 
saran dan pertimbangan MUI setempat.
(3) Apabila Nazhir badan hukum dalam jangka waktu 1 (satu) 
tahun sejak AIW dibuat tidak melaksanakan tugasnya, maka 
Kepala KUA baik atas inisiatif sendiri maupun atas usul Wakif 
atau ahli warisnya berhak mengusulkan kepada BWI untuk 
pemberhentian dan penggantian Nazhir."
608,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,58,744,"48 Himpunan Peraturan Perundang-undangan Tentang Wakaf
Bagian Kelima
Tugas dan Masa Bakti Nazhir 
Pasal 13
(1) Nazhir sebagaimana dimaksud dalam Pasal 4, Pasal 7 dan 
Pasal 11 wajib mengadministrasikan, mengelola, mengem-
bangkan, mengawasi dan melindungi harta benda wakaf.
(2) Nazhir wajib membuat laporan secara berkala kepada Menteri 
dan BWI mengenai kegiatan perwakafan sebagaimana 
dimaksud pada ayat (1).
(3) Ketentuan lebih lanjut mengenai tata cara pembuatan 
laporan sebagaimana dimaksud pada ayat (2), diatur dengan 
Peraturan Menteri.
Pasal 14
(1) Masa bakti Nazhir adalah 5 (lima) tahun dan dapat diangkat 
kembali. 
(2) Pengangkatan kembali Nazhir sebagaimana dimaksud pada 
ayat (1) dilakukan oleh BWI, apabila yang bersangkutan"
609,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,58,383,"ayat (1) dilakukan oleh BWI, apabila yang bersangkutan 
telah melaksanakan tugasnya dengan baik dalam periode 
sebelumnya sesuai ketentuan prinsip syariah dan Peraturan 
Perundang-undangan.
BAB III
JENIS HARTA BENDA WAKAF, AKTA IKRAR WAKAF
DAN PEJABAT PEMBUAT AKTA IKRAR WAKAF 
Bagian Kesatu
Jenis Harta Benda Wakaf
Pasal 15
Jenis harta benda wakaf meliputi:
a. benda tidak bergerak;"
610,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,59,772,"49Himpunan Peraturan Perundang-undangan Tentang Wakaf
b. benda bergerak selain uang; dan
c. benda bergerak berupa uang.
Paragraf 1
Benda Tidak Bergerak 
Pasal 16
Benda tidak bergerak sebagaimana dimaksud dalam Pasal 15 
huruf a meliputi :
a. hak atas tanah sesuai dengan ketentuan Peraturan 
Perundang-undangan baik yang sudah maupun yang belum 
terdaftar;
b. bangunan atau bagian bangunan yang berdiri di atas tanah 
sebagaimana dimaksud pada huruf a; 
c. tanaman dan benda lain yang berkaitan dengan tanah;
d. hak milik atas satuan rumah susun sesuai dengan ketentuan 
Peraturan Perundang-undangan; dan
e. benda tidak bergerak lain sesuai dengan ketentuan prinsip 
syariah dan Peraturan Perundang-undangan.
Pasal 17
(1) Hak atas tanah yang dapat diwakafkan terdiri dari:"
611,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,59,498,"Pasal 17
(1) Hak atas tanah yang dapat diwakafkan terdiri dari:
a. hak milik atas tanah baik yang sudah atau belum ter-
daftar;
b. hak guna bangunan, hak guna usaha atau hak pakai di 
atas tanah negara; 
c. hak guna bangunan atau hak pakai di atas hak pengelolaan 
atau hak milik wajib mendapat izin tertulis pemegang hak 
pengelolaan atau hak milik;
d. hak milik atas satuan rumah susun.
(2) Apabila wakaf sebagaimana dimaksud pada ayat (1) huruf 
c dimaksudkan sebagai wakaf untuk selamanya, maka"
612,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,60,755,"50 Himpunan Peraturan Perundang-undangan Tentang Wakaf
diperlukan pelepasan hak dari pemegang hak pengelolaan 
atau hak milik. 
(3) Hak atas tanah yang diwakafkan sebagaimana dimaksud 
pada ayat (1) wajib dimiliki atau dikuasai oleh Wakif secara 
sah serta bebas dari segala sitaan, perkara, sengketa, dan 
tidak dijaminkan.
Pasal 18
(1) Benda wakaf tidak bergerak berupa tanah hanya dapat 
diwakafkan untuk jangka waktu selama-lamanya kecuali 
wakaf hak atas tanah sebagaimana dimaksud dalam Pasal 
17 ayat (1) huruf c.
(2) Benda wakaf tidak bergerak sebagaimana dimaksud pada 
ayat (1) dapat diwakafkan beserta bangunan dan/atau 
tanaman dan/atau benda-benda lain yang berkaitan dengan 
tanah. 
(3) Hak atas tanah sebagaimana dimaksud pada ayat (1) yang"
613,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,60,592,"tanah. 
(3) Hak atas tanah sebagaimana dimaksud pada ayat (1) yang 
diperoleh dari instansi pemerintah, pemerintah daerah, 
BUMN/BUMD, dan pemerintah desa atau sebutan lain yang 
setingkat dengan itu wajib mendapat izin dari pejabat yang 
berwenang sesuai Peraturan Perundang-undangan.
Paragraf 2
Benda Bergerak Selain Uang
Pasal 19
(1) Benda digolongkan sebagai benda bergerak karena sifatnya 
yang dapat berpindah atau dipindahkan atau karena 
ketetapan undang-undang.
(2) Benda bergerak terbagi dalam benda bergerak yang 
dapat dihabiskan dan yang tidak dapat dihabiskan karena 
pemakaian."
614,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,61,743,"51Himpunan Peraturan Perundang-undangan Tentang Wakaf
(3) Benda bergerak yang dapat dihabiskan karena pemakaian 
tidak dapat diwakafkan, kecuali air dan bahan bakar minyak 
yang persediaannya berkelanjutan.
(4) Benda bergerak yang tidak dapat dihabiskan karena 
pemakaian dapat diwakafkan dengan memperhatikan 
ketentuan prinsip syariah.
Pasal 20
Benda bergerak karena sifatnya yang dapat diwakafkan 
meliputi :
a. kapal;
b. pesawat terbang;
c. kendaraan bermotor;
d. mesin atau peralatan industri yang tidak tertancap pada 
bangunan;
e. logam dan batu mulia; dan/atau 
f. benda lainnya yang tergolong sebagai benda bergerak 
karena sifatnya dan memiliki manfaat jangka panjang. 
Pasal 21
Benda bergerak selain uang karena Peraturan Perundang-"
615,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,61,395,"Pasal 21
Benda bergerak selain uang karena Peraturan Perundang-
undangan yang dapat diwakafkan sepanjang tidak bertentangan 
dengan prinsip syariah sebagai berikut:
a. surat berharga yang berupa:
1. saham;
2. Surat Utang Negara; 
3. obligasi pada umumnya; dan/atau
4. surat berharga lainnya yang dapat dinilai dengan uang.
b. Hak Atas Kekayaan Intelektual yang berupa:
1. hak cipta;
2. hak merk;"
616,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,62,747,"52 Himpunan Peraturan Perundang-undangan Tentang Wakaf
3. hak paten;
4. hak desain industri;
5. hak rahasia dagang;
6. hak sirkuit terpadu;
7. hak perlindungan varietas tanaman; dan/atau
8. hak lainnya.
c. hak atas benda bergerak lainnya yang berupa: 
1. hak sewa, hak pakai dan hak pakai hasil atas benda 
bergerak; atau
2. perikatan, tuntutan atas jumlah uang yang dapat ditagih 
atas benda bergerak.
Paragraf 3
Benda Bergerak Berupa Uang
Pasal 22
(1) Wakaf uang yang dapat diwakafkan adalah mata uang rupiah.
(2) Dalam hal uang yang akan diwakafkan masih dalam mata 
uang asing, maka harus dikonversi terlebih dahulu ke dalam 
rupiah. 
(3) Wakif yang akan mewakafkan uangnya diwajibkan untuk:
a. hadir di Lembaga Keuangan Syariah Penerima Wakaf"
617,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,62,439,"a. hadir di Lembaga Keuangan Syariah Penerima Wakaf 
Uang (LKS-PWU) untuk menyatakan kehendak wakaf 
uangnya;
b. menjelaskan kepemilikan dan asal-usul uang yang akan 
diwakafkan;
c. menyetorkan secara tunai sejumlah uang ke LKS-PWU;
d. mengisi formulir pernyataan kehendak Wakif yang 
berfungsi sebagai AIW. 
(4) Dalam hal Wakif tidak dapat hadir sebagaimana dimaksud 
pada ayat (3) huruf a, maka Wakif dapat menunjuk wakil atau 
kuasanya."
618,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,63,753,"53Himpunan Peraturan Perundang-undangan Tentang Wakaf
(5) Wakif dapat menyatakan ikrar wakaf benda bergerak berupa 
uang kepada Nazhir di hadapan PPAIW yang selanjutnya 
Nazhir menyerahkan AIW tersebut kepada LKS-PWU.
Pasal 23
Wakif dapat mewakafkan benda bergerak berupa uang melalui 
LKS yang ditunjuk oleh Menteri sebagai LKS Penerima Wakaf 
Uang (LKS-PWU).
Pasal 24
(1) LKS yang ditunjuk oleh Menteri sebagaimana dimaksud 
dalam Pasal 23 atas dasar saran dan pertimbangan dari BWI. 
(2) BWI memberikan saran dan pertimbangan sebagaimana 
dimaksud pada ayat (1) setelah mempertimbangkan saran 
instansi terkait. 
(3) Saran dan pertimbangan sebagaimana dimaksud pada 
ayat (1) dapat diberikan kepada LKS-PWU yang memenuhi 
persyaratan sebagai berikut:"
619,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,63,654,"persyaratan sebagai berikut:
a. menyampaikan permohonan secara tertulis kepada 
Menteri; 
b. melampirkan anggaran dasar dan pengesahan sebagai 
badan hukum;
c. memiliki kantor operasional di wilayah Republik Indonesia; 
d. bergerak di bidang keuangan syariah; dan
e. memiliki fungsi menerima titipan (wadi’ah).
(4) BWI wajib memberikan pertimbangan kepada Menteri paling 
lambat 30 (tiga puluh) hari kerja setelah LKS memenuhi 
persyaratan sebagaimana dimaksud pada ayat (3). 
(5) Setelah menerima saran dan pertimbangan BWI sebagai-
mana dimaksud pada ayat (4), Menteri paling lambat 7 
(tujuh) hari kerja menunjuk LKS atau menolak permohonan 
dimaksud."
620,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,64,739,"54 Himpunan Peraturan Perundang-undangan Tentang Wakaf
Pasal 25
LKS-PWU bertugas:
a. mengumumkan kepada publik atas keberadaannya sebagai 
LKS Penerima Wakaf Uang;
c. menerima secara tunai wakaf uang dari Wakif atas nama 
Nazhir;
d. menempatkan uang wakaf ke dalam rekening titipan (wadi’ah) 
atas nama Nazhir yang ditunjuk Wakif; 
e. menerima pernyataan kehendak Wakif yang dituangkan 
secara tertulis dalam formulir pernyataan kehendak Wakif;
g. mendaftarkan wakaf uang kepada Menteri atas nama Nazhir.
Pasal 26
 memuat keterangan 
mengenai:
a. nama LKS Penerima Wakaf Uang;
b. nama Wakif;
c. alamat Wakif;
d. jumlah wakaf uang; 
e. peruntukan wakaf;
f. jangka waktu wakaf;
g. nama Nazhir yang dipilih;
h. alamat Nazhir yang dipilih; dan"
621,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,65,785,"55Himpunan Peraturan Perundang-undangan Tentang Wakaf
Pasal 27
Dalam hal Wakif berkehendak melakukan perbuatan hukum 
wakaf uang untuk jangka waktu tertentu maka pada saat jangka 
waktu tersebut berakhir, Nazhir wajib mengembalikan jumlah 
pokok wakaf uang kepada Wakif atau ahli waris/penerus haknya 
melalui LKS-PWU. 
Bagian Kedua
Akta Ikrar Wakaf (AIW) dan 
Akta Pengganti Akta Ikrar Wakaf (APAIW) 
Paragraf 1
Pembuatan Akta Ikrar Wakaf
Pasal 28
Pembuatan AIW benda tidak bergerak wajib memenuhi 
bukti pemilikan tanah lainnya.
Pasal 29
Pembuatan AIW benda bergerak selain uang sebagaimana 
dimaksud dalam Pasal 20 dan Pasal 21 wajib memenuhi 
persyaratan dengan menyerahkan bukti pemilikan benda 
bergerak selain uang.
Pasal 30
(1) Pernyataan kehendak Wakif dituangkan dalam bentuk"
622,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,65,246,"Pasal 30
(1) Pernyataan kehendak Wakif dituangkan dalam bentuk 
AIW sesuai dengan jenis harta benda yang diwakafkan, 
diselenggarakan dalam Majelis Ikrar Wakaf yang dihadiri 
oleh Nazhir, Mauquf alaih, dan sekurang-kurangnya 2 (dua) 
orang saksi."
623,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,66,785,"56 Himpunan Peraturan Perundang-undangan Tentang Wakaf
(2) Kehadiran Nazhir dan Mauquf alaih dalam Majelis Ikrar Wakaf 
untuk wakaf benda bergerak berupa uang dapat dinyatakan 
dengan surat pernyataan Nazhir dan/atau Mauquf alaih.
(3) Dalam hal Mauquf alaih adalah masyarakat luas (publik), 
maka kehadiran Mauquf alaih dalam Majelis Ikrar Wakaf 
sebagaimana dimaksud pada ayat (1) tidak disyaratkan. 
(4) Pernyataan kehendak Wakif sebagaimana dimaksud pada 
ayat (1) dapat dalam bentuk wakaf-khairi atau wakaf-ahli.
(5) Wakaf ahli sebagaimana dimaksud pada ayat (4) di-
peruntukkan bagi kesejahteraan umum sesama kerabat 
berdasarkan hubungan darah (nasab) dengan Wakif.
(6) Dalam hal sesama kerabat dari wakaf ahli telah punah, 
maka wakaf ahli karena hukum beralih statusnya menjadi"
624,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,66,743,"maka wakaf ahli karena hukum beralih statusnya menjadi 
wakaf khairi yang peruntukannya ditetapkan oleh Menteri 
berdasarkan pertimbangan BWI.
Pasal 31
Dalam hal perbuatan wakaf belum dituangkan dalam AIW 
sedangkan perbuatan wakaf sudah diketahui berdasarkan 
berbagai petunjuk (qarinah) dan 2 (dua) orang saksi serta AIW 
tidak mungkin dibuat karena Wakif sudah meninggal dunia atau 
tidak diketahui lagi keberadaannya, maka dibuat APAIW. 
Pasal 32
(1) Wakif menyatakan ikrar wakaf kepada Nazhir di hadapan 
PPAIW dalam Majelis Ikrar Wakaf sebagaimana dimaksud 
dalam Pasal 30 ayat (1).
(2) Ikrar wakaf sebagaimana dimaksud pada ayat (1) diterima 
oleh Mauquf alaih dan harta benda wakaf diterima oleh 
Nazhir untuk kepentingan Mauquf alaih."
625,HIMPUNAN - Peraturan-Perundangan-Wakaf-2022.pdf,66,142,"Nazhir untuk kepentingan Mauquf alaih.
(3) Ikrar wakaf yang dilaksanakan oleh Wakif dan diterima oleh 
Nazhir dituangkan dalam AIW oleh PPAIW."
